Email,First Name,Last Name,Company,Industry,Phone,Address,City,State,Reviews,Website,,,
Info@villagecheesetosa.com,there,N/A,The Village Cheese Shop,Butcher,(414) 488-2099,"1430 Underwood Ave, Wauwatosa, WI 53213, USA",Wauwatosa,WI,149,https://www.villagecheesetosa.com/,,,
info@usinger.com,there,N/A,"Usinger's Famous Sausage | Fred Usinger, Inc.",Butcher,(414) 276-9100,"1030 N Doctor M.L.K. Jr Dr, Milwaukee, WI 53203, USA",Milwaukee,WI,322,http://www.usinger.com/,,,
Info@tenutasdeli.com,there,N/A,Tenuta's Deli,Gourmet Market,(262) 657-9001,"3203 52nd St, Kenosha, WI 53144, USA",Kenosha,WI,3196,https://www.tenutasdeli.com/,,,
info@superior-meats.com,there,N/A,Superior Meats,Butcher,(715) 394-4431,"6301 Tower Ave, Superior, WI 54880, USA",Superior,WI,573,http://www.superior-meats.com/,,,
info@salmonsmeatproducts.com,there,N/A,Salmon's Meat Products,Butcher,(920) 845-2721,"107 4th St, Luxemburg, WI 54217, USA",Luxemburg,WI,62,http://www.salmonsmeatproducts.com/,,,
info@rumpsbutchershoppe.com,there,N/A,Rump's Butcher Shoppe,Butcher,(715) 831-6328,"1411 Lynn Ave, Altoona, WI 54720, USA",Altoona,WI,211,http://www.rumpsbutchershoppe.com/,,,
info@romemeats.com,there,N/A,Rome Country Meats and Deli,Butcher,(715) 325-6328,"264 Geneva Tr, Nekoosa, WI 54457, USA",Nekoosa,WI,17,N/A,,,
info@raysmarketsausage.com,there,N/A,Ray's Market,Butcher,(715) 223-4855,"100620 Elderberry Rd, Colby, WI 54421, USA",Colby,WI,65,http://raysmarketsausage.com/,,,
info@petesfruitmarket.com,there,N/A,Pete's Fruit Market,Produce Market,(414) 383-1300,"1400 S Union St, Milwaukee, WI 53204, USA",Milwaukee,WI,1645,http://petesfruitmarket.com/,,,
Info@ourhandcraftedmeats.com,there,N/A,A Butchery Shoppe,Butcher,(715) 778-5016,"S422 McKay Ave, Spring Valley, WI 54767, USA",Spring Valley,WI,121,http://www.abutcheryshoppe.com/,nice place I see pl online may want to expand,it looks like they make the stuff themselves it all says produced by Butchery Shop,
info@lambsfreshmarket.com,there,N/A,Lamb's Fresh Market,Butcher,(715) 845-6703,"730 E Wausau Ave, Wausau, WI 54403, USA",Wausau,WI,507,http://lambsfreshmarket.com/,"2 nice gourmet markets, dont see any pl, high priortiy",,
info@karlscountrymarket.com,there,N/A,Karl's Award-Winning Market,Butcher,(262) 252-3090,"W156N5645 Pilgrim Rd, Menomonee Falls, WI 53051, USA",Menomonee Falls,WI,858,http://karlscountrymarket.com/,I guess try dillman first it seems like they would have jerky,,
info@houseofhomemadesausage.com,there,N/A,House of Home Made Sausage,Butcher,(262) 251-9954,"N112W14934 Mequon Rd, Germantown, WI 53022, USA",Germantown,WI,168,http://www.houseofhomemadesausage.com/,"dillman, nice looking place",,
info@hometownsausagekitchen.com,there,N/A,Hometown Sausage Kitchen,Butcher,(262) 642-3264,"W1184 Co Rd L, East Troy, WI 53120, USA",East Troy,WI,41,https://www.hometownsausagekitchen.com/,"dont see beef jerky, worth a reach out",,
info@fitchburgfarms.comHours,there,N/A,Fitchburg Farms,Farm Market,(608) 819-6693,"1839 Co Rd MM, Fitchburg, WI 53575, USA",Fitchburg,WI,257,http://fitchburgfarms.com/,"garden center, looks nice, might try jerky first",,
info@fendtbrothers.com,there,N/A,Fendt Brothers,Butcher,(920) 261-7613,"303 N 4th St, Watertown, WI 53094, USA",Watertown,WI,43,http://www.fendtbrothers.com/,dont see jerky but ask nicely,,
info@fendtbrothers.com,there,N/A,Festival Foods,Butcher,(920) 336-6520,"1001 Main Ave, De Pere, WI 54115, USA",De Pere,WI,1019,https://www.festfoods.com/stores/de-pere,chain of stores,,
info@countryfreshmeats.com,there,N/A,Country Fresh Meats,Butcher,(715) 359-1311,"9902 Weston Ave, Weston, WI 54476, USA",Weston,WI,284,https://countryfreshmeats.com/,"see meat sticks, nice place, they carry wild river jerky - email bounced",,
info@cedarroadmeats.com,there,N/A,Cedar Road Meats,Butcher,(920) 625-2887,"N5200 Cedar Rd, Iron Ridge, WI 53035, USA",Iron Ridge,WI,63,http://www.cedarroadmeats.com/,"small, they make some jerky and meat sticks. Low priority for canned goods smaller place",,
Info@brewcitypickles.com,there,N/A,Brew City Pickles,Butcher,(414) 988-0003,"8415 W Burleigh St, Milwaukee, WI 53222, USA",Milwaukee,WI,70,http://www.brewcitypickles.com/,have pl but may want to expand,,
howardsgrovemeats@gmail.com,there,N/A,Howards Grove Meat Market Inc,Butcher,(920) 565-2215,"211 S Wisconsin Dr, Howards Grove, WI 53083, USA",Howards Grove,WI,44,http://howardsgrovemeatmarket.com/,"looks nice, they have their own smokehouse but don't particularly see jerky. Try sauce maybe",,
hortonvillesentry@yahoo.com,there,N/A,Gilbert's Sentry Foods,Butcher,(920) 779-4471,"323 E Main St, Hortonville, WI 54944, USA",Hortonville,WI,463,http://sentryfoods.com/,,,
highlandspringfarm@gmail.com,there,N/A,Highland Spring Farm,Butcher,(414) 659-2676,"2586 Lalor Road, Oregon, WI 53575, USA",Oregon,WI,14,http://www.highlandspringfarm.com/,beef farm - dillman,,
hello@franniesmarket.com,there,N/A,Frannie's Market,Butcher,(262) 271-1848,"W61, N486 Washington Ave, Cedarburg, WI 53012, USA",Cedarburg,WI,28,http://www.franniesmarket.com/,charcuterie/gourmet market. Jerky first,,
heldsmarket@gmail.com,there,N/A,Held's Meat and Cheese Market,Butcher,(262) 644-5135,"480 Kettle Moraine Dr N, Slinger, WI 53086, USA",Slinger,WI,1078,https://www.heldsmarket.com/,huge place gotta try dillman they make meat sticks and jerky,,
heart.homestead98@gmail.comMade,there,N/A,Heart & Homestead,Butcher,(920) 686-1121,"909 S 8th St, Manitowoc, WI 54220, USA",Manitowoc,WI,57,http://www.heartandhomestead.com/,"gift shop, may do pl jerky but low priority",,
Hampton5308@gmail.com,there,N/A,Burbachs meat market,Butcher,(414) 466-3291,"5308 W Hampton Ave, Milwaukee, WI 53218, USA",Milwaukee,WI,71,https://burbachsmeatmarkets.com/specials-2/,looks pretty new good lead,,
Greendog237@yahoo.com,there,N/A,Green Dog Market,Butcher,(262) 339-6745,"237 N Main St, West Bend, WI 53095, USA",West Bend,WI,17,https://www.greendogmarket.org/,good jerky lead,,
gillettmeats@gmail.com,there,N/A,Gillett Meats,Butcher,(920) 855-2898,"214 E Railroad St, Gillett, WI 54124, USA",Gillett,WI,10,N/A,maybe try jerky first,,
franklinmeats@yahoo.com,there,N/A,Franklin Meats,Butcher,(414) 425-0800,"9431 W Oakwood Rd, Franklin, WI 53132, USA",Franklin,WI,156,N/A,lower priority but worth a shot when run out of good leads,,
fossfinemeats6456@yahoo.com,there,N/A,Foss Fine Meats,Butcher,(608) 269-6456,"325 W Wisconsin St, Sparta, WI 54656, USA",Sparta,WI,81,http://www.fossfinemeat.com/,"can't see, try jerky first",,
hello@featherbladeusa.com,there,"""",Featherblade Craft Butchery,Butcher Shop,(702) 625-2733,"8550 W Charleston Blvd Suite 104, Las Vegas, NV 89117, United States",Las Vegas,Nevada,200,https://www.featherbladeusa.com/,"looks awesome, dont see pl",,
sales@gwmlv.com,there,"""",Larry's Great Western Meats,Butcher Shop,(702) 877-3182,"420 S Valley View Blvd, Las Vegas, NV 89107, United States",Las Vegas,Nevada,399,https://www.facebook.com/Larrys-Great-Western-Meats-124173390933718/,"they have quite a bit o fpirvate label but may want more, doesnt look like shawnee",,
ron@thebutcherblocklv.com,Ron,"""",The Butcher Block,Butcher Shop,(702) 558-6328,"7965 S Rainbow Blvd #125, Las Vegas, NV 89139, United States",Las Vegas,Nevada,321,http://www.thebutcherblocklv.com/,"looks awesome, don't see pl",,
john.frommer@yahoo.com,John,"""",John Mull's Meats & Road Kill Grill,Butcher Shop,(702) 645-1200,"3730 Thom Blvd, Las Vegas, NV 89130, United States",Las Vegas,Nevada,3169,https://johnmullsmeatcompany.com/,"BBQ restaurant and meat market, medium/low dillman priority",,
villagemeatwine@gmail.com,there,"""",Village Meat & Wine,Butcher Shop,(702) 736-7575,"5025 S Eastern Ave #23, Las Vegas, NV 89119, United States",Las Vegas,Nevada,101,http://villagemeatandwine.com/,"don't see pl, solid lead",,
ron@thebutcherblocklv.com,Ron,"""",The Butcher Block,Butcher Shop,(702) 570-6328,"6440 N Durango Dr, Las Vegas, NV 89149, United States",Las Vegas,Nevada,214,http://thebutcherblocklv.com/,"nice looking place with 2 locations, don't see pl anywhere",,
info@avalonmeatcandy.com,there,"""",Avalon Meat Candy - Crispy Beef Jerky - Las Vegas,Butcher Shop,(702) 636-5000,"6560 Spencer St Unit 125, Las Vegas, NV 89119, United States",Las Vegas,Nevada,313,http://www.avalonmeatcandy.com/,"bad lead for jerky but they do have some pl, good dillman lead",,
info@butcherboyreno.com,there,"""",Butcher Boy Meat Market,Butcher Shop,(775) 825-6328,"530 W Plumb Ln c, Reno, NV 89509, United States",Reno,Nevada,221,http://butcherboyreno.com/,looks super nice high priority,,
info@armandoandsons.com,there,"""",Armando & Sons Butcher Shop,Butcher Shop,(775) 800-1911,"7600 Rancharrah Pkwy suite 110, Reno, NV 89511, United States",Reno,Nevada,86,http://www.armandoandsons.com/,really nice looking,,
info@butlermeats.com,there,"""",Butler Meats Co,Butcher Shop,(775) 883-0211,"1909 N Carson St, Carson City, NV 89701, United States",Carson City,Nevada,91,https://butlermeats.com/,,,
patrickryansr@gmail.com,Patrick,"""",The Butcher's Choice of Nevada,Butcher Shop,(775) 453-5884,"1250 E Greg St #17, Sparks, NV 89431, United States",Sparks,Nevada,132,https://bcofnv.us/,can't see a ton but it looks nice,,
Mommasmeat@gmail.com,there,"""",Momma's Meat Co.,Butcher Shop,(775) 423-2241,"250 S Maine St, Fallon, NV 89406, United States",Fallon,Nevada,18,https://www.facebook.com/MMCoFallon/,,,
karin@carsonvalleymeats.com,Karin,"""",Carson Valley Meats,Butcher Shop,(916) 803-1777,"876 Centerville Ln Unit C, Gardnerville, NV 89460, United States",Gardnerville,Nevada,6,https://carsonvalleymeats.com/,"meat farm, not huge but may wany pl",,
dchandler72@icloud.com,there,N/A,"Chandler's Janesville Locker, L.L.C.",Butcher,(319) 987-2791,"410 Main St, Janesville, IA 50647, USA",Janesville,IA,40,https://chandlersjanesvillelockerllc.com/,can't see many pictures but shooters shoot - lower priority,,
Brighton.locker@gmail.com,there,N/A,Brighton Meat Locker,Butcher,(319) 694-3500,"205 E Washington St, Brighton, IA 52540, USA",Brighton,IA,31,N/A,can't see much but who knows they may be interested,,
info@grazianobrothers.com,there,N/A,Graziano Brothers,Butcher,(515) 244-7103,"1601 S Union St, Des Moines, IA 50315, USA",Des Moines,IA,1308,http://grazianobrothers.com/,"great pl prospect high priority, have a few pasta sauces and other products already, going to hold off for today and come back to this one",,
staff@gilbertvillemeatlocker.com,there,N/A,Gilbertville Meat Locker,Butcher,(319) 296-1464,"422 13th Ave, Gilbertville, IA 50634, USA",Gilbertville,IA,78,http://gilbertvillemeatlocker.com/,hot honey warm lead,,
Customerservice@cfreshmarket.com,there,N/A,C Fresh Market,Butcher,(515) 288-0525,"801 University Ave, Des Moines, IA 50314, USA",Des Moines,IA,1310,https://cfreshmarket.com/,intl market but looks nice worth an email at least,,
Baetkecustomcuts@yahoo.com,there,N/A,Baetke Custom Cuts,Butcher,(563) 468-8386,"20437 290th St, Long Grove, IA 52756, USA",Long Grove,IA,7,http://baetkecustomcuts.com/,"just opened, good to reach out and make contact early thogh at some point theyll be ready",,
Jamie@twistedoaksmeats.com,Jamie,N/A,Iowa Farm Fresh Meats,Butcher,(563) 889-0175,"322 E Main St, West Branch, IA 52358, USA",West Branch,IA,40,http://iowafarmfreshmeats.com/,Looks new more of a farm but they have a retail store - store is tiny lower priority,,
admin@maxwellcustombeef.com,Tucker,N/A,Maxwell Custom Beef,Butcher,(515) 265-1618,"410 SE 18th St, Des Moines, IA 50317, USA",Des Moines,IA,8,http://www.maxwellcustombeef.com/,low/medium,,
info@ulrichsmeatmarket.com,there,N/A,Ulrich Meat Market,Butcher,(641) 628-2771,"715 Franklin St, Pella, IA 50219, USA",Pella,IA,73,http://www.ulrichsmeatmarket.com/,looks nice - they have a full line of sauces,,
jnjcustommeats@gmail.com,there,N/A,J & J Custom Meats,Butcher,(515) 884-1014,"706 Broad St, Whittemore, IA 50598, USA",Whittemore,IA,8,http://jandjcustommeats.com/,low priority,,
jetsmeatprocessing@yahoo.com,there,N/A,Jet's Meat Processing,Butcher,(563) 568-2403,"10 9th St NW, Waukon, IA 52172, USA",Waukon,IA,26,https://jetsmeatprocessing.net/,low priority,,
chris.hampro@gmail.com,there,N/A,Hamilton Produce Co,Butcher,(641) 682-7531,"502 N Forrest Ave, Ottumwa, IA 52501, USA",Ottumwa,IA,28,N/A,more of hardware store but worth emailing,,
ruthvenmeat@ruthventel.com,there,N/A,Ruthven Meat Processing Inc,Butcher,(712) 837-5334,"1701 Railroad St, Ruthven, IA 51358, USA",Ruthven,IA,29,http://www.ruthvenmeat.com/,nice place,,
Northernplainsmeatmarket@gmail.com,there,N/A,Northern Plains Meat Market,Butcher,(712) 535-1068,"4133 Gordon Dr, Sioux City, IA 51106, USA",Sioux City,IA,8,N/A,seems new low-medium priority,,
mansongrocery@gmail.com,there,N/A,Manson Hometown Grocery,Butcher,(712) 469-3648,"1105 Main St, Manson, IA 50563, USA",Manson,IA,26,N/A,shoot to get hot shoot to stay hot,,
weaver.meats.llc@gmail.com,there,N/A,Weaver Meats llc,Butcher,(641) 344-4337,"204 E Kansas St #7702, Afton, IA 50830, USA",Afton,IA,23,http://www.weavermeatsiowa.com/,small but may want pl,,
info@budscustommeat.com,there,N/A,"Bud's Custom Meats, Inc.",Butcher,(319) 648-3999,"3027 IA-22, Riverside, IA 52327, USA",Riverside,IA,171,https://www.budscustommeatsonline.com/wpbuds/,"smaller but don't see any pl, they make jerky",,
Desmoines@konarkgrocers.com,there,N/A,Konark Grocers,Butcher,(515) 608-6789,"3828 100th St, Urbandale, IA 50322, USA",Urbandale,IA,447,http://www.konarkgrocers.com/,some sort of foreign but need to email,,
westfortymeats@hotmail.com,there,N/A,West Forty Market,Butcher,(515) 664-6100,"315 SW Maple St Suite D, Ankeny, IA 50023, USA",Ankeny,IA,47,http://www.westforty.com/,they preach local but may want pl,,
marketoffmain@heartofiowa.net,there,N/A,Market Off Main,Butcher,(641) 488-2333,"105 N Main St, Albion, IA 50005, USA",Albion,IA,20,https://www.themarketoffmain.com/,"can't see a ton but seems nice enough, medium prioirty",,
ccorders@martinbros.com,there,N/A,Martin Bros. Food Market,Butcher,(641) 423-2325,"711 S Federal Ave, Mason City, IA 50401, USA",Mason City,IA,23,http://www.martinbrosfoodmarket.com/,"kind of a bulk place but they have a lot of bbq stuff, medium priority",,
info@steegesmeatmarket.com,there,N/A,Steeges Meat Market West,Butcher,(319) 277-4577,"9502 W 1st St, Cedar Falls, IA 50613, USA",Cedar Falls,IA,28,https://steegesmeatmarket.com/,can't see much but it looks nice,,
venturalocker@outlook.com,there,N/A,Ventura Locker,Butcher,(641) 829-3823,"111 Nelson St, Ventura, IA 50482, USA",Ventura,IA,19,http://venturalocker.com/,can't see low priority,,
wllocker@Lcom.net,there,N/A,West Liberty Locker & Processing,Butcher,(319) 627-4060,"3501 Freedom St, West Liberty, IA 52776, USA",West Liberty,IA,33,http://westlibertylocker.com/,"pretty small, check back in a year and see if they got better at it",,
Harborharvestnorwalkcatering@gmail.com,"""","""",Harbor Harvest,Butcher Shop,(203) 939-9289,"7 Cove Ave, Norwalk, CT 06855, United States",Norwalk,Connecticut,76,http://www.harborharvest.com/,,,small grocery store not bad medium priority
paullat64@att.net,"""","""",Newington Meat Center,Butcher Shop,(860) 666-3431,"847 Main St, Newington, CT 06111, United States",Newington,Connecticut,72,http://newingtonmeat.com/,,,medium priority going to pass for now
orders@provisionsonstate.com,"""","""",Provisions on State,Butcher Shop,(203) 691-6642,"981 State St, New Haven, CT 06511, United States",New Haven,Connecticut,55,https://www.provisionsonstate.com/,,,small but looks nice
Podlaisemeatmarket@gmail.com,"""","""",Podlasie Meat Market,Butcher Shop,(860) 357-3051,"188 High St, New Britain, CT 06051, United States",New Britain,Connecticut,39,"""",,,medium priority but worth an email eventually
lambertisausage@sbcglobal.net,"""","""",Lamberti's Italian Sausage,Butcher Shop,(203) 562-0436,"207 Food Terminal Plaza, New Haven, CT 06511, United States",New Haven,Connecticut,22,http://lambertisitaliansausage.com/,,,
Customerservice@ridgefieldprime.com,"""","""",Ridgefield Prime,Butcher Shop,(203) 894-8273,"113 Danbury Rd, Ridgefield, CT 06877, United States",Ridgefield,Connecticut,22,http://www.ridgefieldprime.com/,,,nice place worth an email
kalenauskasfarm@gmail.com,"""","""",Kalenauskas Farm & Market,Butcher Shop,(860) 274-8132,"360 Sand Bank Rd, Watertown, CT 06795, United States",Watertown,Connecticut,21,http://www.kalenauskasfarm.com/,,,"meat farm, but they have a little market so pretty solid lead"
GiordanosBigG@gmail.com,N/A,N/A,Giordano's Big G,Butcher,(718) 892-7798,"1554 Paulding Ave, Bronx, NY 10462, USA",Bronx,NY,76,http://giordanosbigg.com/,shooters shoot,,
Gina.ingrao@yahoo.com,Gina,N/A,Joe's Gourmet Meats,Butcher,(631) 226-2216,"237 S Wellwood Ave, Lindenhurst, NY 11757, USA",Lindenhurst,NY,104,https://www.joesgourmetmeat.com/,looks like a cool place,,
gemellisgourmetglenhead@gmail.comGet,N/A,N/A,Gemelli Gourmet Market North,Butcher,(516) 200-9746,"716 Glen Cove Ave, Glen Head, NY 11545, USA",Glen Head,NY,140,http://gemelligourmetmarketnorth.com/,,,
garafolososwego@gmail.com,N/A,N/A,Garafolo's,Butcher,(315) 343-0580,"155 E Bridge St #157, Oswego, NY 13126, USA",Oswego,NY,286,http://www.garafolos.com/contact.html,medium,,
gabfoodsmanager@gmail.com,N/A,N/A,Gabriel's Supermarket,Butcher,(518) 370-0140,"255 Mohawk Ave, Scotia, NY 12302, USA",Scotia,NY,578,http://www.gabfoods.com/,"IGA but they have their own brand, worth an email",,
fratelliscopiague@hotmail.com,N/A,N/A,Fratellis Italian Gourmet Market,Butcher,(631) 608-8775,"94 Montauk Hwy, Amityville, NY 11701, USA",Amityville,NY,82,http://www.fratellisgourmetmarket.com/,good lead medium/high,,
fiammaporkstore@aol.com,N/A,N/A,Fiamma Pork Store,Butcher,(914) 630-1452,"107 Halstead Ave, Harrison, NY 10528, USA",Harrison,NY,29,http://fiammaporkstore.com/,see pl seasonings but nothign else good lead,,
Farmfreshmeat@gmail.com,N/A,N/A,For The Love of Bacon/Mariaville Farm Store and Smokehouse,Butcher,(518) 280-4760,"834 Duanesburg Rd, Schenectady, NY 12306, USA",Schenectady,NY,109,N/A,good lead,,
fairportskips@gmail.com,N/A,N/A,Skip's Meat Market,Butcher,(585) 377-5360,"102 Fairport Village Landing, Fairport, NY 14450, USA",Fairport,NY,180,http://www.skipsfairport.com/,looks nice,,
emily@daisyhollowfarm.com,Emily,N/A,Daisy Hollow Farm,Farm Market,(607) 423-6827,"830 Daisy Hollow Rd, Dryden, NY 13053, USA",Dryden,NY,41,http://www.daisyhollowfarm.com/,pork/poultry farm. Sauce may be better but never nknow,,
Email@chanatrys.com,N/A,N/A,Chanatry's,Gourmet Market,(315) 724-4107,"485 French Rd, Utica, NY 13501, USA",Utica,NY,1311,http://www.chanatrys.com/,"High quality looking gourmet market, independent. High prioirity",,
ehmerseaford@optonline.net,N/A,N/A,Karl Ehmer of Seaford,Butcher,(516) 781-7800,"3608 Merrick Rd, Seaford, NY 11783, USA",Seaford,NY,33,https://m.facebook.com/menu/photo/?page_id=162050022063&menu_image_index=0,,lots of locations not sure where exactly to start here but would be a great place to get in,
domsbutcherblock@gmail.com,N/A,N/A,Dom's Butcher Block LLC,Butcher,(877) 699-6329,"38 Washington St Box 247, Ellicottville, NY 14731, USA",Ellicottville,NY,29,https://domsbutcherblock.com/,email first can't see much,,
customerservice@schatziethebutcher.com,N/A,N/A,Schatzie Prime Meats,Butcher,(212) 410-1555,"2665 Broadway A, New York, NY 10025, USA",New York,NY,88,https://www.schatziethebutcher.com/,,"dont see jerky listed, start with that it is not huge",
cumberlandbaymarket@gmail.com,N/A,N/A,Cumberland Bay Market,Butcher,(518) 561-4411,"1544 Cumberland Head Rd, Plattsburgh, NY 12901, USA",Plattsburgh,NY,87,http://cumberland-market.edan.io/,can't see much but worth an email,,
contact@schallerweber.com,N/A,N/A,Schaller & Weber,Butcher,(212) 879-3047,"1654 2nd Ave #1, New York, NY 10028, USA",New York,NY,309,http://www.schallerweber.com/,"very high end,",,
contact@camelliafoods.com,N/A,N/A,Camellia Meats,Butcher,(716) 893-5355,"1333 Genesee St, Buffalo, NY 14211, USA",Buffalo,NY,316,http://www.camelliameats.com/,"nice place, 2 locations",,
contact@anterimeatmarket.com,N/A,N/A,Anteri's Meat Market,Butcher,(516) 538-3509,"747 Hempstead Turnpike, Franklin Square, NY 11010, USA",Franklin Square,NY,46,http://anterimeatmarket.com/,,small but not bad looking,
connect@northshorefarms.com,N/A,N/A,North Shore Farms,Butcher,(516) 609-0303,"190 Glen Cove Ave, Glen Cove, NY 11542, USA",Glen Cove,NY,813,http://www.northshorefarms.com/,"independent chain, high priority",,
colesmarket@optonline.net,N/A,N/A,Cole's Market,Butcher,(914) 737-7737,"2147 Albany Post Rd, Montrose, NY 10548, USA",Montrose,NY,113,https://colesmarket.com/,worth an email,,
clovermeadcafe@gmail.com,N/A,N/A,Clover Mead Farm Store,Butcher,N/A,"933 Mace Chasm Rd, Keeseville, NY 12944, USA",Keeseville,NY,48,https://www.facebook.com/clovermeadfarmstore/,nice place medium/high,,
chubsmeats@yahoo.com,N/A,N/A,Chubs Meats,Butcher,(631) 475-9191,"2598 NY-112, Medford, NY 11763, USA",Medford,NY,329,http://chubsmeats112.com/,medium/high,,
centercuts@gmail.com,N/A,N/A,Center Cuts,Butcher,(516) 625-0809,"382 Willis Ave, Roslyn Heights, NY 11577, USA",Roslyn Heights,NY,64,https://www.centercutsroslyn.com/,high priority awesome looking place,,
casablancanyc@yahoo.com,N/A,N/A,Casablanca Meat Market,Butcher,(212) 534-7350,"125 E 110th St, New York, NY 10029, USA",New York,NY,539,https://www.facebook.com/Casablanca-Meat-Market-125563114125945/,medim priority worth an email,,
carmine1973@gmail.com,N/A,N/A,Sal's Meat Market,Butcher,(516) 798-9755,"5127 Merrick Rd, Massapequa Park, NY 11762, USA",Massapequa Park,NY,110,https://www.salsmeatmarket.com/,probably email this one first,,
Birchhillmeats@gmail.com,N/A,N/A,Birch Hill Market,Butcher,(516) 671-3242,"153 Birch Hill Rd, Locust Valley, NY 11560, USA",Locust Valley,NY,26,http://birchhilllv.com/,nice little store,,
Besameatandgrocery@gmail.com,N/A,N/A,BESA Meat Market,Butcher,(914) 338-5549,"2133 Williamsbridge Rd, Bronx, NY 10461, USA",Bronx,NY,11,N/A,email first,,
ben@lobels.com,Ben,N/A,Lobel's Prime Meats,Butcher,(212) 737-1372,"1096 Madison Ave, New York, NY 10028, USA",New York,NY,64,https://www.lobels.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,very nice looking high priority,,
bayvillemeats@gmail.com,N/A,N/A,Bayville Meat Center,Butcher,(516) 628-2139,"282 Bayville Ave Unit 2, Bayville, NY 11709, USA",Bayville,NY,42,http://bayvillemeatcenter.com/,smaller but looks nice,,
angus2519@gmail.com,N/A,N/A,Black Angus Meats,Butcher,(716) 691-4554,"2519 Niagara Fls Blvd, Amherst, NY 14228, USA",Amherst,NY,157,http://bameats.com/,"good lead, they have some private label already nice place",,
aiellobrosporkstore@gmail.com,N/A,N/A,"Aiello Bros. Pork Stores, Inc.",Butcher,(631) 581-6300,"160 E Main St, East Islip, NY 11730, USA",East Islip,NY,49,http://aiellobrosporkstore.com/,great looking lead,,
ademir@ademirsmeatmarket.com,N/A,N/A,Ademir's Meat Market,Butcher,(914) 979-5964,"180 Stevens Ave, Mt Vernon, NY 10550, USA",Mt Vernon,NY,48,http://www.ademirsmeatmarket.com/,maybe spanish email first,,
bharroz@crestfoodsok.com,"""","""",Crest Fresh Market,Grocery Store,(405) 809-8100,"2550 Mt Williams Dr, Norman, OK 73069, United States",Norman,Oklahoma,2143,http://www.crestfoodsok.com/,,,
info@uptowngroceryco.com,"""","""",Uptown Grocery Co,Grocery Store,(405) 509-2700,"1230 W Covell Rd, Edmond, OK 73003, United States",Edmond,Oklahoma,1916,https://uptowngroceryco.com/,,,
info@siegis.com,"""","""",Siegi's Sausage Factory,Butcher Shop,(918) 492-8988,"8104 S Sheridan Rd, Tulsa, OK 74133, United States",Tulsa,Oklahoma,1678,http://www.siegis.com/,kind of a restaurant but mustards could still work maybe,,
farmersdaughtermarket138@gmail.com,"""","""",The Farmer's Daughter Market,Farm Market,(405) 598-2683,"302 N Broadway St, Tecumseh, OK 74873, United States",Tecumseh,Oklahoma,961,https://thefarmersdaughtermarket.com/,"Market,restaurant etc, they do have canned goods",,
sam@loverasmarket.com,Sam,"""",Lovera's Italian Market,Gourmet Market,(918) 423-2842,"95 NW 6th St, Krebs, OK 74554, United States",Krebs,Oklahoma,753,https://www.loverasmarket.com/,,,
raypruett@pruettsfood.com,Ray,Pruett,Pruett's Foods,Grocery Store,(580) 924-3181,"1231 N Washington Ave, Durant, OK 74701, United States",Durant,Oklahoma,735,https://www.pruettsfood.com/,,,
info@robertsons-hams.com,"""","""",Robertson's Hams #4,Butcher Shop,(405) 382-0555,"11276 OK-99, Seminole, OK 74868, United States",Seminole,Oklahoma,556,http://www.robertsons-hams.com/,"good pl lead, they have a few things but Idk how much",,
dwheeler@wheelersmeat.com,Darren,Wheeler,Wheeler's Meat Market,Butcher Shop,(405) 677-6281,"1524 SE 44th St, Oklahoma City, OK 73129, United States",1524 SE 44th St,Oklahoma,554,http://www.wheelersmeatmarket.com/,very nice,,
patrickr@greenacres.com,Patrick,"""",GreenAcres Market,Grocery Store,(405) 681-6060,"7301 S Pennsylvania Ave STE D, Oklahoma City, OK 73159, United States",7301 S Pennsylvania Ave STE D,Oklahoma,471,http://www.greenacres.com/,,,
carmichaelsproduce@yahoo.com,"""","""",Don Carmichael Produce,Farm Market,(918) 366-4728,"17137 S Mingo Rd, Bixby, OK 74008, United States",Bixby,Oklahoma,404,http://www.carmichaelsproduce.wordpress.com/,nice looking place,,
meatsnmore2005@gmail.com,"""","""",Burton's Meats N More,Butcher Shop,(918) 486-6328,"24767 OK-51, Broken Arrow, OK 74014, United States",Broken Arrow,Oklahoma,336,http://www.meats-n-more.com/,,,
HarvardMeats@gmail.com,"""","""",Harvard Meats on Elm,Butcher Shop,(918) 940-1900,"1901 S Elm Pl, Broken Arrow, OK 74012, United States",Broken Arrow,Oklahoma,281,https://harvardmeats.com/,,,
mainfruitmkt@yahoo.com,"""","""",Crows Farm Market,Butcher Shop,(405) 273-4320,"730 E Main St, Shawnee, OK 74801, United States",Shawnee,Oklahoma,236,"""","good lead, have some pl already",,
info@choctawcountrymarket.com,"""","""",Choctaw Country Market,Butcher Shop,(580) 566-2609,"501 Hunter Rd, Boswell, OK 74727, United States",Boswell,Oklahoma,232,https://choctawcountrymarket.com/,"couple locations, good pl lead",,
Mountainmanmeatmarket@gmail.com,"""","""",Mountain Man Meat Market,Butcher Shop,(580) 584-5337,"24 Crooked Oaks Ln, Broken Bow, OK 74728, United States",Broken Bow,Oklahoma,212,http://mountainmanmeatmarket.com/,,,
chris@wildcountrymeats.com,Chris,"""","Wild Country Meats, Cleveland",Butcher Shop,(918) 885-6758,"300 S Broadway St, Cleveland, OK 74020, United States",Cleveland,Oklahoma,190,https://www.wildcountrymeats.com/,,,
